ID,default_flag,predicted_pd,risk_band
24775,1,0.13975754,Moderate
24776,0,0.44071028,High
24777,0,0.061787535,Low
24778,0,0.22359669,Moderate
24779,0,0.03518381,Low
24780,0,0.17176792,Moderate
24781,0,0.034635648,Low
24782,1,0.7140355,Very High
24783,0,0.11940207,Moderate
24784,0,0.023602221,Low
24785,1,0.449025,High
24786,0,0.10161417,Moderate
24787,0,0.15623802,Moderate
24788,0,0.15585712,Moderate
24789,0,0.11319226,Moderate
24790,0,0.19458662,Moderate
24791,0,0.07273549,Low
24792,0,0.18457283,Moderate
24793,0,0.16621554,Moderate
24794,1,0.22117531,Moderate
24795,1,0.20835084,Moderate
24796,0,0.08137187,Low
24797,0,0.26687855,High
24798,0,0.627487,Very High
24799,0,0.40671182,High
24800,0,0.4786189,High
24801,0,0.15557067,Moderate
24802,0,0.71366984,Very High
24803,0,0.078797184,Low
24804,0,0.17819628,Moderate
24805,0,0.086327635,Low
24806,0,0.3126618,High
24807,0,0.19358541,Moderate
24808,0,0.0913476,Low
24809,0,0.19356522,Moderate
24810,1,0.15535302,Moderate
24811,1,0.23769143,Moderate
24812,0,0.14218692,Moderate
24813,0,0.2428077,Moderate
24814,0,0.19639061,Moderate
24815,0,0.18265523,Moderate
24816,0,0.056172542,Low
24817,0,0.13374807,Moderate
24818,1,0.7072714,Very High
24819,0,0.0969142,Low
24820,0,0.120157525,Moderate
24821,0,0.13159506,Moderate
24822,0,0.1341454,Moderate
24823,0,0.086563125,Low
24824,0,0.14528602,Moderate
24825,0,0.06239528,Low
24826,0,0.030662214,Low
24827,0,0.19040142,Moderate
24828,1,0.80363077,Very High
24829,0,0.07036132,Low
24830,0,0.1769788,Moderate
24831,0,0.20388903,Moderate
24832,0,0.057301752,Low
24833,0,0.07939128,Low
24834,0,0.061481424,Low
24835,1,0.5983256,Very High
24836,0,0.19769998,Moderate
24837,0,0.051992223,Low
24838,0,0.11034194,Moderate
24839,0,0.09143024,Low
24840,0,0.1828269,Moderate
24841,0,0.13297985,Moderate
24842,0,0.0644155,Low
24843,0,0.02571572,Low
24844,0,0.021505432,Low
24845,0,0.43203115,High
24846,0,0.1169587,Moderate
24847,1,0.3407333,High
24848,0,0.021271115,Low
24849,0,0.06296541,Low
24850,0,0.027640477,Low
24851,0,0.1459747,Moderate
24852,0,0.3408843,High
24853,0,0.31594968,High
24854,0,0.039168783,Low
24855,0,0.17492834,Moderate
24856,1,0.17081416,Moderate
24857,1,0.07162217,Low
24858,0,0.39438632,High
24859,0,0.17473418,Moderate
24860,0,0.11077086,Moderate
24861,0,0.22891639,Moderate
24862,1,0.0865687,Low
24863,0,0.21435031,Moderate
24864,1,0.18351418,Moderate
24865,0,0.093353696,Low
24866,1,0.47576907,High
24867,0,0.2658826,High
24868,0,0.07535989,Low
24869,0,0.08647757,Low
24870,0,0.1474741,Moderate
24871,1,0.1913327,Moderate
24872,0,0.26946554,High
24873,0,0.1950762,Moderate
24874,1,0.8399033,Very High
24875,0,0.0233499,Low
24876,0,0.10652783,Moderate
24877,1,0.77680445,Very High
24878,0,0.14256701,Moderate
24879,1,0.31539658,High
24880,0,0.084453,Low
24881,0,0.07582147,Low
24882,0,0.086868465,Low
24883,0,0.028560828,Low
24884,0,0.055792086,Low
24885,0,0.3864268,High
24886,0,0.1653038,Moderate
24887,1,0.2161839,Moderate
24888,0,0.19226015,Moderate
24889,0,0.08985584,Low
24890,0,0.54788744,Very High
24891,0,0.33811855,High
24892,0,0.109747395,Moderate
24893,0,0.230724,Moderate
24894,0,0.12797119,Moderate
24895,0,0.08001832,Low
24896,0,0.16680093,Moderate
24897,0,0.056844443,Low
24898,0,0.10625208,Moderate
24899,0,0.108924314,Moderate
24900,1,0.71940863,Very High
24901,1,0.07981701,Low
24902,0,0.12660185,Moderate
24903,0,0.08325847,Low
24904,0,0.025371782,Low
24905,0,0.06536166,Low
24906,0,0.16398522,Moderate
24907,0,0.4523621,High
24908,1,0.10689687,Moderate
24909,0,0.09568069,Low
24910,0,0.043826003,Low
24911,0,0.08711067,Low
24912,0,0.06001192,Low
24913,1,0.3062987,High
24914,1,0.4198853,High
24915,0,0.024166308,Low
24916,1,0.26003596,High
24917,1,0.10669334,Moderate
24918,0,0.15128677,Moderate
24919,0,0.032123175,Low
24920,0,0.29398358,High
24921,0,0.016278546,Low
24922,0,0.2233277,Moderate
24923,0,0.0686748,Low
24924,0,0.032467026,Low
24925,0,0.11575908,Moderate
24926,0,0.20732614,Moderate
24927,1,0.40132162,High
24928,0,0.38117215,High
24929,0,0.09138602,Low
24930,0,0.35688865,High
24931,0,0.15269461,Moderate
24932,0,0.14862841,Moderate
24933,0,0.17891744,Moderate
24934,0,0.70577794,Very High
24935,0,0.17421965,Moderate
24936,0,0.04811925,Low
24937,0,0.10000987,Moderate
24938,1,0.42875567,High
24939,1,0.7864269,Very High
24940,0,0.037361275,Low
24941,0,0.2589296,High
24942,0,0.14135902,Moderate
24943,0,0.18294872,Moderate
24944,1,0.20320396,Moderate
24945,0,0.13902241,Moderate
24946,0,0.13539515,Moderate
24947,0,0.04472015,Low
24948,0,0.26603976,High
24949,0,0.23557709,Moderate
24950,0,0.07503455,Low
24951,0,0.43394476,High
24952,0,0.15657511,Moderate
24953,1,0.22392039,Moderate
24954,1,0.17139834,Moderate
24955,0,0.10022196,Moderate
24956,0,0.19946843,Moderate
24957,0,0.114110164,Moderate
24958,0,0.09706279,Low
24959,0,0.10904801,Moderate
24960,0,0.078719705,Low
24961,0,0.11381283,Moderate
24962,0,0.17177191,Moderate
24963,1,0.62234145,Very High
24964,0,0.024759892,Low
24965,0,0.11110426,Moderate
24966,0,0.12288977,Moderate
24967,1,0.7904418,Very High
24968,0,0.044760462,Low
24969,1,0.79833555,Very High
24970,1,0.7499785,Very High
24971,0,0.2414694,Moderate
24972,0,0.043124165,Low
24973,0,0.14482611,Moderate
24974,0,0.74270964,Very High
24975,0,0.095959485,Low
24976,0,0.13554075,Moderate
24977,0,0.11211346,Moderate
24978,0,0.015845599,Low
24979,0,0.10204608,Moderate
24980,0,0.15288302,Moderate
24981,0,0.08330898,Low
24982,0,0.39627936,High
24983,0,0.14889784,Moderate
24984,0,0.40406528,High
24985,0,0.06061646,Low
24986,0,0.07349963,Low
24987,0,0.10635418,Moderate
24988,0,0.050620712,Low
24989,1,0.5371173,Very High
24990,0,0.030708857,Low
24991,0,0.120243885,Moderate
24992,0,0.07392643,Low
24993,1,0.25571036,High
24994,0,0.07393129,Low
24995,1,0.21491899,Moderate
24996,0,0.04595661,Low
24997,1,0.7579004,Very High
24998,0,0.06688422,Low
24999,0,0.22027281,Moderate
25000,1,0.28148425,High
25001,0,0.17462936,Moderate
25002,1,0.6352852,Very High
25003,0,0.10575506,Moderate
25004,0,0.12222755,Moderate
25005,0,0.20134515,Moderate
25006,0,0.28989553,High
25007,1,0.7912098,Very High
25008,1,0.27668795,High
25009,0,0.38684273,High
25010,0,0.04316988,Low
25011,0,0.25993717,High
25012,0,0.09784374,Low
25013,0,0.09230744,Low
25014,0,0.07927103,Low
25015,1,0.16303453,Moderate
25016,0,0.473231,High
25017,0,0.12418201,Moderate
25018,1,0.42202783,High
25019,0,0.12892626,Moderate
25020,0,0.13884746,Moderate
25021,0,0.31319487,High
25022,0,0.13102353,Moderate
25023,1,0.18165223,Moderate
25024,0,0.15167905,Moderate
25025,1,0.8201288,Very High
25026,0,0.029989598,Low
25027,0,0.35625523,High
25028,0,0.23024383,Moderate
25029,0,0.056796387,Low
25030,0,0.083361395,Low
25031,0,0.03500632,Low
25032,0,0.13023852,Moderate
25033,1,0.7929792,Very High
25034,1,0.22987859,Moderate
25035,0,0.35504127,High
25036,1,0.2094708,Moderate
25037,0,0.09104129,Low
25038,0,0.07828494,Low
25039,0,0.036120415,Low
25040,0,0.15680788,Moderate
25041,0,0.07069561,Low
25042,0,0.04921536,Low
25043,0,0.4302468,High
25044,1,0.7367215,Very High
25045,0,0.30700275,High
25046,0,0.17436455,Moderate
25047,0,0.07858913,Low
25048,1,0.08889162,Low
25049,1,0.3213874,High
25050,0,0.18635982,Moderate
25051,1,0.110075384,Moderate
25052,0,0.026864594,Low
25053,0,0.20161891,Moderate
25054,1,0.8999092,Very High
25055,1,0.18774602,Moderate
25056,0,0.068364896,Low
25057,0,0.047843836,Low
25058,0,0.1202695,Moderate
25059,0,0.0605527,Low
25060,1,0.20974588,Moderate
25061,0,0.08467544,Low
25062,0,0.1466757,Moderate
25063,0,0.4326793,High
25064,1,0.19137086,Moderate
25065,0,0.11798074,Moderate
25066,0,0.06449722,Low
25067,0,0.17117903,Moderate
25068,1,0.073449634,Low
25069,0,0.16629001,Moderate
25070,1,0.68888766,Very High
25071,0,0.26155725,High
25072,0,0.596735,Very High
25073,0,0.12382864,Moderate
25074,0,0.1628547,Moderate
25075,0,0.16807885,Moderate
25076,0,0.046578065,Low
25077,0,0.07162671,Low
25078,0,0.31858364,High
25079,0,0.06371218,Low
25080,0,0.22233877,Moderate
25081,1,0.29153472,High
25082,0,0.10447114,Moderate
25083,0,0.051289756,Low
25084,0,0.30056253,High
25085,0,0.34416702,High
25086,1,0.19114386,Moderate
25087,0,0.10826928,Moderate
25088,0,0.051991094,Low
25089,0,0.08834191,Low
25090,1,0.38406014,High
25091,0,0.042544574,Low
25092,0,0.038101565,Low
25093,0,0.17935532,Moderate
25094,0,0.09126073,Low
25095,0,0.049812783,Low
25096,0,0.12891176,Moderate
25097,1,0.16790323,Moderate
25098,1,0.13330673,Moderate
25099,0,0.04942896,Low
25100,0,0.1324497,Moderate
25101,0,0.113752484,Moderate
25102,0,0.1293252,Moderate
25103,1,0.7030888,Very High
25104,0,0.14750977,Moderate
25105,0,0.18135238,Moderate
25106,0,0.0852248,Low
25107,0,0.18586457,Moderate
25108,0,0.21635157,Moderate
25109,0,0.07196174,Low
25110,1,0.72678167,Very High
25111,0,0.13954715,Moderate
25112,0,0.13866532,Moderate
25113,0,0.09775764,Low
25114,0,0.14108104,Moderate
25115,1,0.5651888,Very High
25116,0,0.15049562,Moderate
25117,1,0.20156814,Moderate
25118,0,0.35495815,High
25119,0,0.031326707,Low
25120,0,0.12939024,Moderate
25121,0,0.049907446,Low
25122,1,0.6235907,Very High
25123,0,0.30409443,High
25124,0,0.05968613,Low
25125,0,0.12613586,Moderate
25126,0,0.4420338,High
25127,0,0.07275329,Low
25128,0,0.15789501,Moderate
25129,0,0.13441256,Moderate
25130,0,0.07273553,Low
25131,0,0.041234616,Low
25132,0,0.23157011,Moderate
25133,0,0.053939473,Low
25134,0,0.12933604,Moderate
25135,0,0.13175763,Moderate
25136,0,0.07968954,Low
25137,1,0.7333983,Very High
25138,0,0.32976207,High
25139,0,0.20710984,Moderate
25140,0,0.1277902,Moderate
25141,0,0.076307856,Low
25142,0,0.09965467,Low
25143,0,0.2673262,High
25144,1,0.4878344,High
25145,0,0.0654254,Low
25146,1,0.5409225,Very High
25147,1,0.7454917,Very High
25148,0,0.03736949,Low
25149,0,0.06388928,Low
25150,0,0.052840102,Low
25151,0,0.15731454,Moderate
25152,0,0.04635614,Low
25153,0,0.10147667,Moderate
25154,1,0.5308133,Very High
25155,1,0.6849435,Very High
25156,0,0.5288665,Very High
25157,0,0.20499723,Moderate
25158,0,0.11930218,Moderate
25159,1,0.5053714,Very High
25160,0,0.04713446,Low
25161,1,0.8251516,Very High
25162,0,0.18372485,Moderate
25163,1,0.7883217,Very High
25164,0,0.14645964,Moderate
25165,0,0.12085692,Moderate
25166,0,0.1341059,Moderate
25167,0,0.16972607,Moderate
25168,0,0.26480186,High
25169,0,0.24175465,Moderate
25170,0,0.3309224,High
25171,0,0.37237614,High
25172,0,0.17060557,Moderate
25173,0,0.20591168,Moderate
25174,0,0.121482775,Moderate
25175,1,0.5356236,Very High
25176,0,0.47067738,High
25177,0,0.6973044,Very High
25178,0,0.44766667,High
25179,0,0.20607707,Moderate
25180,0,0.08498703,Low
25181,0,0.47927266,High
25182,0,0.26823163,High
25183,1,0.60049766,Very High
25184,0,0.11673314,Moderate
25185,0,0.16565597,Moderate
25186,0,0.69071317,Very High
25187,0,0.16940553,Moderate
25188,0,0.12968482,Moderate
25189,0,0.16134277,Moderate
25190,0,0.14753807,Moderate
25191,1,0.56749284,Very High
25192,1,0.75407517,Very High
25193,0,0.59349275,Very High
25194,1,0.6457638,Very High
25195,0,0.11622236,Moderate
25196,0,0.23076499,Moderate
25197,1,0.83361024,Very High
25198,0,0.121783316,Moderate
25199,0,0.10266232,Moderate
25200,0,0.14360033,Moderate
25201,0,0.64736736,Very High
25202,1,0.14148466,Moderate
25203,0,0.27473566,High
25204,0,0.19394027,Moderate
25205,0,0.07743709,Low
25206,0,0.17924753,Moderate
25207,0,0.12786236,Moderate
25208,0,0.35906404,High
25209,0,0.059976816,Low
25210,0,0.12711917,Moderate
25211,0,0.056247015,Low
25212,0,0.093324885,Low
25213,0,0.18794706,Moderate
25214,0,0.1254414,Moderate
25215,0,0.13797559,Moderate
25216,1,0.14649488,Moderate
25217,0,0.053051148,Low
25218,0,0.14536937,Moderate
25219,0,0.12201481,Moderate
25220,0,0.21927452,Moderate
25221,0,0.62610507,Very High
25222,1,0.13096087,Moderate
25223,0,0.14719553,Moderate
25224,0,0.49029717,High
25225,0,0.057871066,Low
25226,0,0.26124215,High
25227,0,0.34466577,High
25228,0,0.090870075,Low
25229,0,0.1611884,Moderate
25230,0,0.13776408,Moderate
25231,0,0.1461274,Moderate
25232,1,0.14044206,Moderate
25233,0,0.15700364,Moderate
25234,1,0.30618662,High
25235,0,0.10707356,Moderate
25236,1,0.42771307,High
25237,0,0.13428308,Moderate
25238,0,0.13813199,Moderate
25239,0,0.05615904,Low
25240,0,0.1494652,Moderate
25241,0,0.06079997,Low
25242,0,0.123801656,Moderate
25243,0,0.12497107,Moderate
25244,1,0.705912,Very High
25245,0,0.21256511,Moderate
25246,0,0.04645897,Low
25247,0,0.04267278,Low
25248,0,0.30392754,High
25249,0,0.5135783,Very High
25250,0,0.062136304,Low
25251,0,0.46611887,High
25252,0,0.039899513,Low
25253,1,0.71935654,Very High
25254,0,0.14117022,Moderate
25255,1,0.057468064,Low
25256,1,0.65948504,Very High
25257,0,0.20936374,Moderate
25258,1,0.67884827,Very High
25259,0,0.119045325,Moderate
25260,1,0.7655279,Very High
25261,0,0.33412564,High
25262,1,0.26941353,High
25263,1,0.6497652,Very High
25264,0,0.17813852,Moderate
25265,0,0.075585924,Low
25266,0,0.08962362,Low
25267,0,0.06951188,Low
25268,0,0.13131431,Moderate
25269,0,0.07834215,Low
25270,0,0.09156628,Low
25271,0,0.056759875,Low
25272,0,0.10025479,Moderate
25273,0,0.12239705,Moderate
25274,0,0.15517974,Moderate
25275,0,0.07151533,Low
25276,1,0.15001465,Moderate
25277,0,0.08036039,Low
25278,0,0.05070922,Low
25279,1,0.07066318,Low
25280,0,0.07370138,Low
25281,0,0.3169695,High
25282,0,0.12800363,Moderate
25283,0,0.10248953,Moderate
25284,0,0.62431246,Very High
25285,0,0.17324539,Moderate
25286,1,0.5521467,Very High
25287,0,0.62497115,Very High
25288,0,0.07425415,Low
25289,0,0.09699199,Low
25290,0,0.038826555,Low
25291,0,0.059090585,Low
25292,0,0.08900223,Low
25293,1,0.110168144,Moderate
25294,0,0.11714053,Moderate
25295,0,0.066436805,Low
25296,0,0.14071777,Moderate
25297,0,0.09998219,Low
25298,0,0.1468333,Moderate
25299,1,0.64442784,Very High
25300,0,0.16953395,Moderate
25301,0,0.10704311,Moderate
25302,0,0.12746613,Moderate
25303,0,0.334209,High
25304,0,0.10832471,Moderate
25305,0,0.09612868,Low
25306,1,0.54892325,Very High
25307,0,0.14260945,Moderate
25308,1,0.13719979,Moderate
25309,0,0.03946745,Low
25310,1,0.3206949,High
25311,0,0.041956056,Low
25312,0,0.6159375,Very High
25313,1,0.23756626,Moderate
25314,0,0.118206345,Moderate
25315,0,0.12161365,Moderate
25316,0,0.08663112,Low
25317,1,0.7406156,Very High
25318,0,0.07956738,Low
25319,1,0.26873243,High
25320,0,0.05316549,Low
25321,0,0.13183448,Moderate
25322,0,0.10018954,Moderate
25323,0,0.030376257,Low
25324,0,0.056304347,Low
25325,0,0.052251585,Low
25326,0,0.047559276,Low
25327,0,0.09813596,Low
25328,0,0.35623646,High
25329,0,0.22079846,Moderate
25330,1,0.42949212,High
25331,0,0.03485785,Low
25332,0,0.14821203,Moderate
25333,0,0.024901412,Low
25334,0,0.09147747,Low
25335,0,0.045022417,Low
25336,0,0.09898711,Low
25337,0,0.13089782,Moderate
25338,0,0.07272481,Low
25339,1,0.1441111,Moderate
25340,0,0.2084911,Moderate
25341,0,0.07902201,Low
25342,0,0.107046254,Moderate
25343,0,0.13116536,Moderate
25344,0,0.05692901,Low
25345,0,0.13610955,Moderate
25346,0,0.13149565,Moderate
25347,0,0.098905295,Low
25348,0,0.3160224,High
25349,1,0.2255282,Moderate
25350,0,0.15059063,Moderate
25351,0,0.064426534,Low
25352,1,0.11410973,Moderate
25353,0,0.09589998,Low
25354,0,0.50888777,Very High
25355,0,0.11955966,Moderate
25356,0,0.18943696,Moderate
25357,0,0.05359359,Low
25358,0,0.06674466,Low
25359,0,0.048055355,Low
25360,0,0.14188172,Moderate
25361,0,0.14754993,Moderate
25362,0,0.13684052,Moderate
25363,0,0.1795389,Moderate
25364,0,0.73389447,Very High
25365,0,0.19070162,Moderate
25366,0,0.033954006,Low
25367,0,0.08309135,Low
25368,0,0.10607715,Moderate
25369,0,0.19505344,Moderate
25370,0,0.17474447,Moderate
25371,0,0.04693455,Low
25372,0,0.032334693,Low
25373,0,0.08906569,Low
25374,1,0.48530728,High
25375,0,0.059176195,Low
25376,0,0.08915246,Low
25377,0,0.08344256,Low
25378,1,0.2699862,High
25379,0,0.12434827,Moderate
25380,0,0.1558309,Moderate
25381,0,0.11580448,Moderate
25382,1,0.81021166,Very High
25383,0,0.03928987,Low
25384,0,0.63665825,Very High
25385,1,0.7118736,Very High
25386,0,0.065349184,Low
25387,0,0.1535918,Moderate
25388,1,0.81141335,Very High
25389,0,0.13158017,Moderate
25390,0,0.07948166,Low
25391,0,0.10082397,Moderate
25392,0,0.082674086,Low
25393,0,0.06329494,Low
25394,0,0.05995054,Low
25395,0,0.14976102,Moderate
25396,0,0.13846442,Moderate
25397,0,0.09703711,Low
25398,0,0.3174129,High
25399,0,0.058019757,Low
25400,0,0.32206857,High
25401,1,0.65817803,Very High
25402,0,0.10582936,Moderate
25403,1,0.17954041,Moderate
25404,0,0.23211533,Moderate
25405,0,0.09289621,Low
25406,1,0.3245084,High
25407,1,0.06852264,Low
25408,0,0.11303818,Moderate
25409,0,0.11002179,Moderate
25410,0,0.0393661,Low
25411,0,0.09202619,Low
25412,0,0.15568234,Moderate
25413,0,0.087200806,Low
25414,1,0.1645046,Moderate
25415,0,0.04587955,Low
25416,1,0.7767317,Very High
25417,0,0.031404953,Low
25418,0,0.031184157,Low
25419,1,0.07576617,Low
25420,0,0.14068864,Moderate
25421,1,0.552644,Very High
25422,0,0.18192719,Moderate
25423,0,0.017656187,Low
25424,0,0.058263537,Low
25425,0,0.08170676,Low
25426,0,0.12833625,Moderate
25427,1,0.74686325,Very High
25428,0,0.079069674,Low
25429,0,0.24239115,Moderate
25430,0,0.13231722,Moderate
25431,0,0.17324257,Moderate
25432,0,0.15172382,Moderate
25433,0,0.047205847,Low
25434,0,0.52176255,Very High
25435,0,0.06534438,Low
25436,1,0.106022626,Moderate
25437,0,0.07709374,Low
25438,0,0.04890338,Low
25439,0,0.018280534,Low
25440,0,0.13436335,Moderate
25441,0,0.2170286,Moderate
25442,0,0.08030813,Low
25443,1,0.06015854,Low
25444,1,0.11006422,Moderate
25445,0,0.015855486,Low
25446,0,0.130742,Moderate
25447,0,0.16774896,Moderate
25448,0,0.13100475,Moderate
25449,0,0.05164646,Low
25450,0,0.08126695,Low
25451,0,0.10934728,Moderate
25452,0,0.124903575,Moderate
25453,0,0.13412514,Moderate
25454,1,0.28020203,High
25455,0,0.12329939,Moderate
25456,0,0.07171052,Low
25457,0,0.13626572,Moderate
25458,1,0.11445087,Moderate
25459,0,0.068676054,Low
25460,1,0.28537688,High
25461,1,0.6583513,Very High
25462,0,0.080125116,Low
25463,0,0.116629995,Moderate
25464,0,0.22478561,Moderate
25465,0,0.06286017,Low
25466,0,0.11708413,Moderate
25467,1,0.2255497,Moderate
25468,1,0.7970359,Very High
25469,0,0.0770801,Low
25470,0,0.040802713,Low
25471,0,0.03674837,Low
25472,1,0.2697019,High
25473,1,0.10085444,Moderate
25474,0,0.051775787,Low
25475,0,0.15521097,Moderate
25476,0,0.08476964,Low
25477,0,0.0942635,Low
25478,0,0.09525646,Low
25479,0,0.0560078,Low
25480,0,0.19240108,Moderate
25481,1,0.18977119,Moderate
25482,0,0.024728164,Low
25483,0,0.09654771,Low
25484,1,0.31752837,High
25485,1,0.63139546,Very High
25486,0,0.02993277,Low
25487,0,0.11097037,Moderate
25488,0,0.124832824,Moderate
25489,0,0.089063905,Low
25490,0,0.06292786,Low
25491,0,0.32981998,High
25492,0,0.17362891,Moderate
25493,0,0.07229654,Low
25494,0,0.02659209,Low
25495,0,0.06909435,Low
25496,0,0.09602095,Low
25497,0,0.032646395,Low
25498,0,0.12749298,Moderate
25499,0,0.054582715,Low
25500,0,0.07057495,Low
25501,0,0.20676078,Moderate
25502,0,0.22193024,Moderate
25503,0,0.09451704,Low
25504,0,0.21569975,Moderate
25505,1,0.19306406,Moderate
25506,0,0.07529602,Low
25507,0,0.046883978,Low
25508,0,0.10891851,Moderate
25509,0,0.17450783,Moderate
25510,0,0.11055262,Moderate
25511,1,0.73641384,Very High
25512,0,0.13125373,Moderate
25513,1,0.1880168,Moderate
25514,0,0.12696978,Moderate
25515,1,0.14070801,Moderate
25516,0,0.2183834,Moderate
25517,0,0.24697754,Moderate
25518,0,0.07680193,Low
25519,0,0.056504942,Low
25520,0,0.19119038,Moderate
25521,0,0.35114017,High
25522,0,0.07319671,Low
25523,0,0.05454038,Low
25524,0,0.13941719,Moderate
25525,0,0.2332269,Moderate
25526,0,0.071557514,Low
25527,0,0.05605553,Low
25528,0,0.22111925,Moderate
25529,0,0.10969803,Moderate
25530,0,0.06298611,Low
25531,1,0.8440546,Very High
25532,0,0.26698697,High
25533,0,0.7861324,Very High
25534,0,0.08899753,Low
25535,1,0.2946399,High
25536,0,0.034771655,Low
25537,0,0.33612105,High
25538,0,0.29347518,High
25539,0,0.10465749,Moderate
25540,0,0.15114851,Moderate
25541,1,0.7602689,Very High
25542,0,0.1253082,Moderate
25543,0,0.03790115,Low
25544,1,0.4131346,High
25545,0,0.086344555,Low
25546,0,0.06892902,Low
25547,0,0.35522908,High
25548,0,0.05225736,Low
25549,1,0.8310133,Very High
25550,0,0.05430212,Low
25551,0,0.050200198,Low
25552,0,0.10791074,Moderate
25553,1,0.31557915,High
25554,0,0.049292643,Low
25555,0,0.049889147,Low
25556,0,0.31933105,High
25557,0,0.21329026,Moderate
25558,0,0.24572323,Moderate
25559,0,0.07118682,Low
25560,0,0.051881142,Low
25561,0,0.046931505,Low
25562,0,0.027454566,Low
25563,0,0.33068934,High
25564,0,0.039039463,Low
25565,0,0.078675725,Low
25566,0,0.08302121,Low
25567,0,0.031634927,Low
25568,0,0.029955966,Low
25569,0,0.064195335,Low
25570,1,0.74524194,Very High
25571,0,0.11379924,Moderate
25572,0,0.032636855,Low
25573,1,0.10085643,Moderate
25574,0,0.17486793,Moderate
25575,1,0.6834682,Very High
25576,0,0.048614617,Low
25577,0,0.03967673,Low
25578,0,0.111382425,Moderate
25579,0,0.09867666,Low
25580,1,0.15164857,Moderate
25581,0,0.68047947,Very High
25582,0,0.27066344,High
25583,0,0.066151276,Low
25584,0,0.055236902,Low
25585,1,0.68140864,Very High
25586,0,0.063163474,Low
25587,1,0.35738343,High
25588,1,0.7073778,Very High
25589,0,0.09747157,Low
25590,0,0.28311896,High
25591,1,0.6989697,Very High
25592,0,0.056397557,Low
25593,0,0.04332882,Low
25594,0,0.06431571,Low
25595,0,0.06738084,Low
25596,0,0.13818647,Moderate
25597,0,0.14345679,Moderate
25598,0,0.11247212,Moderate
25599,0,0.18741158,Moderate
25600,0,0.27322763,High
25601,0,0.023864625,Low
25602,0,0.07258734,Low
25603,0,0.055610776,Low
25604,0,0.13777655,Moderate
25605,1,0.7125923,Very High
25606,0,0.20814984,Moderate
25607,0,0.15566918,Moderate
25608,0,0.16232827,Moderate
25609,1,0.4125732,High
25610,0,0.093116984,Low
25611,0,0.10602369,Moderate
25612,0,0.05711767,Low
25613,0,0.13830593,Moderate
25614,0,0.024212286,Low
25615,0,0.031591658,Low
25616,0,0.09615819,Low
25617,0,0.15860242,Moderate
25618,0,0.15687875,Moderate
25619,0,0.05509022,Low
25620,1,0.39968434,High
25621,0,0.10456335,Moderate
25622,0,0.046806764,Low
25623,0,0.40540916,High
25624,0,0.083519086,Low
25625,0,0.04931107,Low
25626,0,0.062301714,Low
25627,0,0.029720495,Low
25628,1,0.23855008,Moderate
25629,0,0.07130359,Low
25630,1,0.79996943,Very High
25631,0,0.043360893,Low
25632,0,0.27362132,High
25633,0,0.089906834,Low
25634,1,0.81952316,Very High
25635,0,0.1281338,Moderate
25636,0,0.06769933,Low
25637,0,0.09821522,Low
25638,0,0.043383706,Low
25639,0,0.0443031,Low
25640,0,0.12778312,Moderate
25641,0,0.057206936,Low
25642,0,0.034855373,Low
25643,0,0.2885957,High
25644,0,0.04980152,Low
25645,0,0.15759839,Moderate
25646,1,0.7589375,Very High
25647,0,0.023444816,Low
25648,1,0.37412003,High
25649,0,0.030634789,Low
25650,0,0.099880286,Low
25651,0,0.07867521,Low
25652,0,0.046634752,Low
25653,1,0.23079412,Moderate
25654,0,0.34990612,High
25655,0,0.07382053,Low
25656,0,0.15379456,Moderate
25657,0,0.08241075,Low
25658,0,0.10597102,Moderate
25659,0,0.03840563,Low
25660,0,0.089876,Low
25661,0,0.267155,High
25662,0,0.040762495,Low
25663,0,0.08564436,Low
25664,0,0.07752809,Low
25665,0,0.12472934,Moderate
25666,0,0.20069648,Moderate
25667,0,0.09419977,Low
25668,0,0.15962955,Moderate
25669,1,0.28901276,High
25670,0,0.059152506,Low
25671,0,0.052302577,Low
25672,0,0.044463634,Low
25673,0,0.14153717,Moderate
25674,0,0.094969496,Low
25675,0,0.18923481,Moderate
25676,0,0.24045521,Moderate
25677,0,0.31585252,High
25678,0,0.105598904,Moderate
25679,1,0.6534099,Very High
25680,0,0.06376691,Low
25681,0,0.11255013,Moderate
25682,0,0.30835304,High
25683,0,0.12157296,Moderate
25684,0,0.14580128,Moderate
25685,0,0.043907598,Low
25686,0,0.056764107,Low
25687,0,0.2912139,High
25688,0,0.03858379,Low
25689,0,0.017494682,Low
25690,0,0.024320688,Low
25691,0,0.15534653,Moderate
25692,1,0.20938249,Moderate
25693,0,0.017021054,Low
25694,0,0.046843167,Low
25695,0,0.1130123,Moderate
25696,0,0.102956235,Moderate
25697,0,0.08072522,Low
25698,0,0.25692454,High
25699,0,0.070995994,Low
25700,0,0.09720235,Low
25701,0,0.034032177,Low
25702,0,0.0830772,Low
25703,0,0.07417469,Low
25704,0,0.20495102,Moderate
25705,1,0.42323464,High
25706,0,0.018465662,Low
25707,0,0.019578265,Low
25708,0,0.026506292,Low
25709,0,0.3593578,High
25710,0,0.16677037,Moderate
25711,0,0.14027736,Moderate
25712,0,0.23945695,Moderate
25713,0,0.13300034,Moderate
25714,1,0.07886857,Low
25715,0,0.108205475,Moderate
25716,0,0.082835786,Low
25717,0,0.104599446,Moderate
25718,0,0.095336035,Low
25719,0,0.034980558,Low
25720,0,0.08331158,Low
25721,1,0.17175992,Moderate
